"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"13.11.2017 00:00 - 13.11.2017 00:15","51989","52167"
"13.11.2017 00:15 - 13.11.2017 00:30","51487","51800"
"13.11.2017 00:30 - 13.11.2017 00:45","51262","51941"
"13.11.2017 00:45 - 13.11.2017 01:00","51089","51554"
"13.11.2017 01:00 - 13.11.2017 01:15","50874","51229"
"13.11.2017 01:15 - 13.11.2017 01:30","50731","51099"
"13.11.2017 01:30 - 13.11.2017 01:45","50840","51227"
"13.11.2017 01:45 - 13.11.2017 02:00","50872","51394"
"13.11.2017 02:00 - 13.11.2017 02:15","51063","51205"
"13.11.2017 02:15 - 13.11.2017 02:30","51131","51466"
"13.11.2017 02:30 - 13.11.2017 02:45","51330","51772"
"13.11.2017 02:45 - 13.11.2017 03:00","51574","52056"
"13.11.2017 03:00 - 13.11.2017 03:15","52633","52994"
"13.11.2017 03:15 - 13.11.2017 03:30","52953","53430"
"13.11.2017 03:30 - 13.11.2017 03:45","53549","54193"
"13.11.2017 03:45 - 13.11.2017 04:00","54258","55108"
"13.11.2017 04:00 - 13.11.2017 04:15","56208","57618"
"13.11.2017 04:15 - 13.11.2017 04:30","57193","58932"
"13.11.2017 04:30 - 13.11.2017 04:45","58639","60419"
"13.11.2017 04:45 - 13.11.2017 05:00","60647","62333"
"13.11.2017 05:00 - 13.11.2017 05:15","64475","65735"
"13.11.2017 05:15 - 13.11.2017 05:30","67287","68708"
"13.11.2017 05:30 - 13.11.2017 05:45","69360","71457"
"13.11.2017 05:45 - 13.11.2017 06:00","71245","73599"
"13.11.2017 06:00 - 13.11.2017 06:15","73862","75872"
"13.11.2017 06:15 - 13.11.2017 06:30","74763","76817"
"13.11.2017 06:30 - 13.11.2017 06:45","75709","77180"
"13.11.2017 06:45 - 13.11.2017 07:00","76506","77558"
"13.11.2017 07:00 - 13.11.2017 07:15","77697","78457"
"13.11.2017 07:15 - 13.11.2017 07:30","77898","79101"
"13.11.2017 07:30 - 13.11.2017 07:45","78052","79318"
"13.11.2017 07:45 - 13.11.2017 08:00","78277","79316"
"13.11.2017 08:00 - 13.11.2017 08:15","78352","79238"
"13.11.2017 08:15 - 13.11.2017 08:30","78468","79537"
"13.11.2017 08:30 - 13.11.2017 08:45","78949","80081"
"13.11.2017 08:45 - 13.11.2017 09:00","79309","80203"
"13.11.2017 09:00 - 13.11.2017 09:15","79547","80481"
"13.11.2017 09:15 - 13.11.2017 09:30","79708","80771"
"13.11.2017 09:30 - 13.11.2017 09:45","80081","81194"
"13.11.2017 09:45 - 13.11.2017 10:00","80345","81353"
"13.11.2017 10:00 - 13.11.2017 10:15","80514","81180"
"13.11.2017 10:15 - 13.11.2017 10:30","80896","81123"
"13.11.2017 10:30 - 13.11.2017 10:45","81043","81491"
"13.11.2017 10:45 - 13.11.2017 11:00","81400","81448"
"13.11.2017 11:00 - 13.11.2017 11:15","80280","81127"
"13.11.2017 11:15 - 13.11.2017 11:30","80153","80047"
"13.11.2017 11:30 - 13.11.2017 11:45","80009","79823"
"13.11.2017 11:45 - 13.11.2017 12:00","79847","79954"
"13.11.2017 12:00 - 13.11.2017 12:15","80204","79962"
"13.11.2017 12:15 - 13.11.2017 12:30","79734","79967"
"13.11.2017 12:30 - 13.11.2017 12:45","79295","79512"
"13.11.2017 12:45 - 13.11.2017 13:00","78648","79288"
"13.11.2017 13:00 - 13.11.2017 13:15","78485","79185"
"13.11.2017 13:15 - 13.11.2017 13:30","78387","78673"
"13.11.2017 13:30 - 13.11.2017 13:45","78127","78344"
"13.11.2017 13:45 - 13.11.2017 14:00","77602","78183"
"13.11.2017 14:00 - 13.11.2017 14:15","76094","78414"
"13.11.2017 14:15 - 13.11.2017 14:30","77709","78155"
"13.11.2017 14:30 - 13.11.2017 14:45","77504","78210"
"13.11.2017 14:45 - 13.11.2017 15:00","76985","77582"
"13.11.2017 15:00 - 13.11.2017 15:15","77170","77668"
"13.11.2017 15:15 - 13.11.2017 15:30","76100","77540"
"13.11.2017 15:30 - 13.11.2017 15:45","74342","78112"
"13.11.2017 15:45 - 13.11.2017 16:00","74886","79277"
"13.11.2017 16:00 - 13.11.2017 16:15","75901","80468"
"13.11.2017 16:15 - 13.11.2017 16:30","76973","81305"
"13.11.2017 16:30 - 13.11.2017 16:45","77503","81911"
"13.11.2017 16:45 - 13.11.2017 17:00","77699","81834"
"13.11.2017 17:00 - 13.11.2017 17:15","77508","81242"
"13.11.2017 17:15 - 13.11.2017 17:30","77247","81043"
"13.11.2017 17:30 - 13.11.2017 17:45","77305","81141"
"13.11.2017 17:45 - 13.11.2017 18:00","77243","80855"
"13.11.2017 18:00 - 13.11.2017 18:15","76655","80078"
"13.11.2017 18:15 - 13.11.2017 18:30","76116","78905"
"13.11.2017 18:30 - 13.11.2017 18:45","75444","78033"
"13.11.2017 18:45 - 13.11.2017 19:00","74800","77405"
"13.11.2017 19:00 - 13.11.2017 19:15","73531","76067"
"13.11.2017 19:15 - 13.11.2017 19:30","72636","74808"
"13.11.2017 19:30 - 13.11.2017 19:45","71829","73600"
"13.11.2017 19:45 - 13.11.2017 20:00","71046","72232"
"13.11.2017 20:00 - 13.11.2017 20:15","70210","71059"
"13.11.2017 20:15 - 13.11.2017 20:30","69557","70310"
"13.11.2017 20:30 - 13.11.2017 20:45","68915","69099"
"13.11.2017 20:45 - 13.11.2017 21:00","68096","67766"
"13.11.2017 21:00 - 13.11.2017 21:15","68038","67855"
"13.11.2017 21:15 - 13.11.2017 21:30","67248","67435"
"13.11.2017 21:30 - 13.11.2017 21:45","65980","66236"
"13.11.2017 21:45 - 13.11.2017 22:00","64709","65021"
"13.11.2017 22:00 - 13.11.2017 22:15","63103","63768"
"13.11.2017 22:15 - 13.11.2017 22:30","61954","62624"
"13.11.2017 22:30 - 13.11.2017 22:45","60819","61748"
"13.11.2017 22:45 - 13.11.2017 23:00","59817","60467"
"13.11.2017 23:00 - 13.11.2017 23:15","58819","59337"
"13.11.2017 23:15 - 13.11.2017 23:30","58235","58690"
"13.11.2017 23:30 - 13.11.2017 23:45","57576","58161"
"13.11.2017 23:45 - 14.11.2017 00:00","56918","57396"
"14.11.2017 00:00 - 14.11.2017 00:15","56259","57006"
"14.11.2017 00:15 - 14.11.2017 00:30","55834","56407"
"14.11.2017 00:30 - 14.11.2017 00:45","55557","56488"
"14.11.2017 00:45 - 14.11.2017 01:00","55286","56166"
"14.11.2017 01:00 - 14.11.2017 01:15","54998","55619"
"14.11.2017 01:15 - 14.11.2017 01:30","54759","55643"
"14.11.2017 01:30 - 14.11.2017 01:45","54878","55748"
"14.11.2017 01:45 - 14.11.2017 02:00","54913","56047"
"14.11.2017 02:00 - 14.11.2017 02:15","55126","56135"
"14.11.2017 02:15 - 14.11.2017 02:30","55165","56321"
"14.11.2017 02:30 - 14.11.2017 02:45","55284","56745"
"14.11.2017 02:45 - 14.11.2017 03:00","55428","56819"
"14.11.2017 03:00 - 14.11.2017 03:15","56041","57135"
"14.11.2017 03:15 - 14.11.2017 03:30","56356","58049"
"14.11.2017 03:30 - 14.11.2017 03:45","56753","58485"
"14.11.2017 03:45 - 14.11.2017 04:00","57412","59289"
"14.11.2017 04:00 - 14.11.2017 04:15","59139","60505"
"14.11.2017 04:15 - 14.11.2017 04:30","59949","60905"
"14.11.2017 04:30 - 14.11.2017 04:45","61237","62375"
"14.11.2017 04:45 - 14.11.2017 05:00","62763","63997"
"14.11.2017 05:00 - 14.11.2017 05:15","66163","67233"
"14.11.2017 05:15 - 14.11.2017 05:30","68787","70086"
"14.11.2017 05:30 - 14.11.2017 05:45","70909","72441"
"14.11.2017 05:45 - 14.11.2017 06:00","72597","74601"
"14.11.2017 06:00 - 14.11.2017 06:15","74840","76977"
"14.11.2017 06:15 - 14.11.2017 06:30","76112","77813"
"14.11.2017 06:30 - 14.11.2017 06:45","76786","78358"
"14.11.2017 06:45 - 14.11.2017 07:00","77486","79021"
"14.11.2017 07:00 - 14.11.2017 07:15","78308","79338"
"14.11.2017 07:15 - 14.11.2017 07:30","78432","79138"
"14.11.2017 07:30 - 14.11.2017 07:45","78635","79347"
"14.11.2017 07:45 - 14.11.2017 08:00","78777","79842"
"14.11.2017 08:00 - 14.11.2017 08:15","78856","80331"
"14.11.2017 08:15 - 14.11.2017 08:30","78829","80709"
"14.11.2017 08:30 - 14.11.2017 08:45","79280","81585"
"14.11.2017 08:45 - 14.11.2017 09:00","79859","81737"
"14.11.2017 09:00 - 14.11.2017 09:15","79943","81806"
"14.11.2017 09:15 - 14.11.2017 09:30","80096","82024"
"14.11.2017 09:30 - 14.11.2017 09:45","80466","82403"
"14.11.2017 09:45 - 14.11.2017 10:00","80657","82937"
"14.11.2017 10:00 - 14.11.2017 10:15","80948","82724"
"14.11.2017 10:15 - 14.11.2017 10:30","81250","83125"
"14.11.2017 10:30 - 14.11.2017 10:45","81373","83135"
"14.11.2017 10:45 - 14.11.2017 11:00","81106","83221"
"14.11.2017 11:00 - 14.11.2017 11:15","80801","82345"
"14.11.2017 11:15 - 14.11.2017 11:30","80669","82082"
"14.11.2017 11:30 - 14.11.2017 11:45","80473","81949"
"14.11.2017 11:45 - 14.11.2017 12:00","80605","81957"
"14.11.2017 12:00 - 14.11.2017 12:15","80629","82350"
"14.11.2017 12:15 - 14.11.2017 12:30","80312","81630"
"14.11.2017 12:30 - 14.11.2017 12:45","79977","81385"
"14.11.2017 12:45 - 14.11.2017 13:00","79078","80873"
"14.11.2017 13:00 - 14.11.2017 13:15","78949","81162"
"14.11.2017 13:15 - 14.11.2017 13:30","78867","80709"
"14.11.2017 13:30 - 14.11.2017 13:45","78809","80437"
"14.11.2017 13:45 - 14.11.2017 14:00","78745","80299"
"14.11.2017 14:00 - 14.11.2017 14:15","78227","79929"
"14.11.2017 14:15 - 14.11.2017 14:30","78266","79972"
"14.11.2017 14:30 - 14.11.2017 14:45","77913","79736"
"14.11.2017 14:45 - 14.11.2017 15:00","77549","79308"
"14.11.2017 15:00 - 14.11.2017 15:15","77707","79608"
"14.11.2017 15:15 - 14.11.2017 15:30","77343","80148"
"14.11.2017 15:30 - 14.11.2017 15:45","77276","80665"
"14.11.2017 15:45 - 14.11.2017 16:00","78750","81704"
"14.11.2017 16:00 - 14.11.2017 16:15","79749","82970"
"14.11.2017 16:15 - 14.11.2017 16:30","80538","83406"
"14.11.2017 16:30 - 14.11.2017 16:45","81128","83493"
"14.11.2017 16:45 - 14.11.2017 17:00","81241","83378"
"14.11.2017 17:00 - 14.11.2017 17:15","80701","82645"
"14.11.2017 17:15 - 14.11.2017 17:30","80380","81905"
"14.11.2017 17:30 - 14.11.2017 17:45","80349","81464"
"14.11.2017 17:45 - 14.11.2017 18:00","80192","81143"
"14.11.2017 18:00 - 14.11.2017 18:15","79419","80887"
"14.11.2017 18:15 - 14.11.2017 18:30","78636","79933"
"14.11.2017 18:30 - 14.11.2017 18:45","77912","79015"
"14.11.2017 18:45 - 14.11.2017 19:00","77083","78112"
"14.11.2017 19:00 - 14.11.2017 19:15","75675","76986"
"14.11.2017 19:15 - 14.11.2017 19:30","74102","75909"
"14.11.2017 19:30 - 14.11.2017 19:45","72977","74583"
"14.11.2017 19:45 - 14.11.2017 20:00","72042","73447"
"14.11.2017 20:00 - 14.11.2017 20:15","70672","72465"
"14.11.2017 20:15 - 14.11.2017 20:30","69937","71414"
"14.11.2017 20:30 - 14.11.2017 20:45","69160","70813"
"14.11.2017 20:45 - 14.11.2017 21:00","68226","69456"
"14.11.2017 21:00 - 14.11.2017 21:15","68245","69161"
"14.11.2017 21:15 - 14.11.2017 21:30","67546","68549"
"14.11.2017 21:30 - 14.11.2017 21:45","66322","67275"
"14.11.2017 21:45 - 14.11.2017 22:00","64964","66102"
"14.11.2017 22:00 - 14.11.2017 22:15","63341","64754"
"14.11.2017 22:15 - 14.11.2017 22:30","62068","63567"
"14.11.2017 22:30 - 14.11.2017 22:45","60906","62337"
"14.11.2017 22:45 - 14.11.2017 23:00","59970","60945"
"14.11.2017 23:00 - 14.11.2017 23:15","59040","59821"
"14.11.2017 23:15 - 14.11.2017 23:30","58321","58827"
"14.11.2017 23:30 - 14.11.2017 23:45","57734","58036"
"14.11.2017 23:45 - 15.11.2017 00:00","57080","57291"
"15.11.2017 00:00 - 15.11.2017 00:15","56392","56943"
"15.11.2017 00:15 - 15.11.2017 00:30","55831","56443"
"15.11.2017 00:30 - 15.11.2017 00:45","55596","56177"
"15.11.2017 00:45 - 15.11.2017 01:00","55308","55627"
"15.11.2017 01:00 - 15.11.2017 01:15","55025","55236"
"15.11.2017 01:15 - 15.11.2017 01:30","54843","55339"
"15.11.2017 01:30 - 15.11.2017 01:45","54912","55438"
"15.11.2017 01:45 - 15.11.2017 02:00","55056","55312"
"15.11.2017 02:00 - 15.11.2017 02:15","55224","55572"
"15.11.2017 02:15 - 15.11.2017 02:30","55261","55542"
"15.11.2017 02:30 - 15.11.2017 02:45","55482","55626"
"15.11.2017 02:45 - 15.11.2017 03:00","55617","55730"
"15.11.2017 03:00 - 15.11.2017 03:15","56354","56490"
"15.11.2017 03:15 - 15.11.2017 03:30","56673","56814"
"15.11.2017 03:30 - 15.11.2017 03:45","57069","57496"
"15.11.2017 03:45 - 15.11.2017 04:00","57882","57944"
"15.11.2017 04:00 - 15.11.2017 04:15","59427","59335"
"15.11.2017 04:15 - 15.11.2017 04:30","60123","59914"
"15.11.2017 04:30 - 15.11.2017 04:45","61360","61207"
"15.11.2017 04:45 - 15.11.2017 05:00","62912","62773"
"15.11.2017 05:00 - 15.11.2017 05:15","66297","65921"
"15.11.2017 05:15 - 15.11.2017 05:30","68932","68383"
"15.11.2017 05:30 - 15.11.2017 05:45","71186","70932"
"15.11.2017 05:45 - 15.11.2017 06:00","72975","73060"
"15.11.2017 06:00 - 15.11.2017 06:15","75389","75544"
"15.11.2017 06:15 - 15.11.2017 06:30","76467","76390"
"15.11.2017 06:30 - 15.11.2017 06:45","77007","77087"
"15.11.2017 06:45 - 15.11.2017 07:00","77530","77523"
"15.11.2017 07:00 - 15.11.2017 07:15","78411","78568"
"15.11.2017 07:15 - 15.11.2017 07:30","78586","78778"
"15.11.2017 07:30 - 15.11.2017 07:45","78864","79244"
"15.11.2017 07:45 - 15.11.2017 08:00","78943","79091"
"15.11.2017 08:00 - 15.11.2017 08:15","78861","78352"
"15.11.2017 08:15 - 15.11.2017 08:30","79061","78863"
"15.11.2017 08:30 - 15.11.2017 08:45","79255","79206"
"15.11.2017 08:45 - 15.11.2017 09:00","79743","79351"
"15.11.2017 09:00 - 15.11.2017 09:15","79869","79210"
"15.11.2017 09:15 - 15.11.2017 09:30","80005","79179"
"15.11.2017 09:30 - 15.11.2017 09:45","80363","79462"
"15.11.2017 09:45 - 15.11.2017 10:00","80540","79654"
"15.11.2017 10:00 - 15.11.2017 10:15","80624","79684"
"15.11.2017 10:15 - 15.11.2017 10:30","80968","79897"
"15.11.2017 10:30 - 15.11.2017 10:45","81037","79816"
"15.11.2017 10:45 - 15.11.2017 11:00","80796","79458"
"15.11.2017 11:00 - 15.11.2017 11:15","80183","78990"
"15.11.2017 11:15 - 15.11.2017 11:30","80014","78357"
"15.11.2017 11:30 - 15.11.2017 11:45","79804","78213"
"15.11.2017 11:45 - 15.11.2017 12:00","79894","78143"
"15.11.2017 12:00 - 15.11.2017 12:15","79861","78121"
"15.11.2017 12:15 - 15.11.2017 12:30","79538","78104"
"15.11.2017 12:30 - 15.11.2017 12:45","79254","77807"
"15.11.2017 12:45 - 15.11.2017 13:00","78572","77194"
"15.11.2017 13:00 - 15.11.2017 13:15","78405","77014"
"15.11.2017 13:15 - 15.11.2017 13:30","78179","77411"
"15.11.2017 13:30 - 15.11.2017 13:45","78150","77367"
"15.11.2017 13:45 - 15.11.2017 14:00","78029","76963"
"15.11.2017 14:00 - 15.11.2017 14:15","77563","77205"
"15.11.2017 14:15 - 15.11.2017 14:30","77669","76769"
"15.11.2017 14:30 - 15.11.2017 14:45","77335","76631"
"15.11.2017 14:45 - 15.11.2017 15:00","77109","76306"
"15.11.2017 15:00 - 15.11.2017 15:15","77430","76893"
"15.11.2017 15:15 - 15.11.2017 15:30","77028","77172"
"15.11.2017 15:30 - 15.11.2017 15:45","77029","78109"
"15.11.2017 15:45 - 15.11.2017 16:00","78788","79201"
"15.11.2017 16:00 - 15.11.2017 16:15","79813","80328"
"15.11.2017 16:15 - 15.11.2017 16:30","80505","81277"
"15.11.2017 16:30 - 15.11.2017 16:45","80981","81531"
"15.11.2017 16:45 - 15.11.2017 17:00","81034","81129"
"15.11.2017 17:00 - 15.11.2017 17:15","80757","80677"
"15.11.2017 17:15 - 15.11.2017 17:30","80464","80217"
"15.11.2017 17:30 - 15.11.2017 17:45","80441","80063"
"15.11.2017 17:45 - 15.11.2017 18:00","80348","79578"
"15.11.2017 18:00 - 15.11.2017 18:15","79517","78746"
"15.11.2017 18:15 - 15.11.2017 18:30","78656","78138"
"15.11.2017 18:30 - 15.11.2017 18:45","78086","77238"
"15.11.2017 18:45 - 15.11.2017 19:00","77235","76392"
"15.11.2017 19:00 - 15.11.2017 19:15","75699","75277"
"15.11.2017 19:15 - 15.11.2017 19:30","74125","74053"
"15.11.2017 19:30 - 15.11.2017 19:45","72992","72570"
"15.11.2017 19:45 - 15.11.2017 20:00","72054","71060"
"15.11.2017 20:00 - 15.11.2017 20:15","70929","70019"
"15.11.2017 20:15 - 15.11.2017 20:30","70057","69353"
"15.11.2017 20:30 - 15.11.2017 20:45","69286","68162"
"15.11.2017 20:45 - 15.11.2017 21:00","68464","67108"
"15.11.2017 21:00 - 15.11.2017 21:15","68479","66762"
"15.11.2017 21:15 - 15.11.2017 21:30","67877","65983"
"15.11.2017 21:30 - 15.11.2017 21:45","66607","64546"
"15.11.2017 21:45 - 15.11.2017 22:00","65099","63453"
"15.11.2017 22:00 - 15.11.2017 22:15","63436","62258"
"15.11.2017 22:15 - 15.11.2017 22:30","62186","61279"
"15.11.2017 22:30 - 15.11.2017 22:45","61078","59995"
"15.11.2017 22:45 - 15.11.2017 23:00","60161","59162"
"15.11.2017 23:00 - 15.11.2017 23:15","59914","58199"
"15.11.2017 23:15 - 15.11.2017 23:30","59092","57704"
"15.11.2017 23:30 - 15.11.2017 23:45","58425","56962"
"15.11.2017 23:45 - 16.11.2017 00:00","57827","56404"
"16.11.2017 00:00 - 16.11.2017 00:15","57145","55931"
"16.11.2017 00:15 - 16.11.2017 00:30","56634","55477"
"16.11.2017 00:30 - 16.11.2017 00:45","56324","55259"
"16.11.2017 00:45 - 16.11.2017 01:00","56011","55041"
"16.11.2017 01:00 - 16.11.2017 01:15","55728","54905"
"16.11.2017 01:15 - 16.11.2017 01:30","55537","54700"
"16.11.2017 01:30 - 16.11.2017 01:45","55604","54618"
"16.11.2017 01:45 - 16.11.2017 02:00","55674","55046"
"16.11.2017 02:00 - 16.11.2017 02:15","55710","55277"
"16.11.2017 02:15 - 16.11.2017 02:30","55762","55437"
"16.11.2017 02:30 - 16.11.2017 02:45","55819","55257"
"16.11.2017 02:45 - 16.11.2017 03:00","55889","55685"
"16.11.2017 03:00 - 16.11.2017 03:15","56718","56410"
"16.11.2017 03:15 - 16.11.2017 03:30","57025","56991"
"16.11.2017 03:30 - 16.11.2017 03:45","57499","57610"
"16.11.2017 03:45 - 16.11.2017 04:00","58071","58287"
"16.11.2017 04:00 - 16.11.2017 04:15","59668","59579"
"16.11.2017 04:15 - 16.11.2017 04:30","60399","60646"
"16.11.2017 04:30 - 16.11.2017 04:45","61713","61748"
"16.11.2017 04:45 - 16.11.2017 05:00","63157","63407"
"16.11.2017 05:00 - 16.11.2017 05:15","66210","66838"
"16.11.2017 05:15 - 16.11.2017 05:30","68766","69262"
"16.11.2017 05:30 - 16.11.2017 05:45","70842","71615"
"16.11.2017 05:45 - 16.11.2017 06:00","72809","73436"
"16.11.2017 06:00 - 16.11.2017 06:15","75258","75696"
"16.11.2017 06:15 - 16.11.2017 06:30","76487","77154"
"16.11.2017 06:30 - 16.11.2017 06:45","77602","78184"
"16.11.2017 06:45 - 16.11.2017 07:00","78245","79160"
"16.11.2017 07:00 - 16.11.2017 07:15","78740","80082"
"16.11.2017 07:15 - 16.11.2017 07:30","78543","80719"
"16.11.2017 07:30 - 16.11.2017 07:45","78974","80969"
"16.11.2017 07:45 - 16.11.2017 08:00","79386","81479"
"16.11.2017 08:00 - 16.11.2017 08:15","79915","80922"
"16.11.2017 08:15 - 16.11.2017 08:30","80116","81240"
"16.11.2017 08:30 - 16.11.2017 08:45","80589","81729"
"16.11.2017 08:45 - 16.11.2017 09:00","80940","81889"
"16.11.2017 09:00 - 16.11.2017 09:15","81058","81755"
"16.11.2017 09:15 - 16.11.2017 09:30","81399","81805"
"16.11.2017 09:30 - 16.11.2017 09:45","81780","82243"
"16.11.2017 09:45 - 16.11.2017 10:00","81948","82662"
"16.11.2017 10:00 - 16.11.2017 10:15","82401","82834"
"16.11.2017 10:15 - 16.11.2017 10:30","82554","83130"
"16.11.2017 10:30 - 16.11.2017 10:45","82808","83316"
"16.11.2017 10:45 - 16.11.2017 11:00","82924","82901"
"16.11.2017 11:00 - 16.11.2017 11:15","82122","82615"
"16.11.2017 11:15 - 16.11.2017 11:30","82019","82164"
"16.11.2017 11:30 - 16.11.2017 11:45","81596","81823"
"16.11.2017 11:45 - 16.11.2017 12:00","81708","81741"
"16.11.2017 12:00 - 16.11.2017 12:15","81590","82202"
"16.11.2017 12:15 - 16.11.2017 12:30","81171","82021"
"16.11.2017 12:30 - 16.11.2017 12:45","80768","81443"
"16.11.2017 12:45 - 16.11.2017 13:00","80040","80794"
"16.11.2017 13:00 - 16.11.2017 13:15","79947","80534"
"16.11.2017 13:15 - 16.11.2017 13:30","79707","80504"
"16.11.2017 13:30 - 16.11.2017 13:45","79562","80328"
"16.11.2017 13:45 - 16.11.2017 14:00","79439","79845"
"16.11.2017 14:00 - 16.11.2017 14:15","78804","80234"
"16.11.2017 14:15 - 16.11.2017 14:30","78936","80348"
"16.11.2017 14:30 - 16.11.2017 14:45","78728","80141"
"16.11.2017 14:45 - 16.11.2017 15:00","78339","79941"
"16.11.2017 15:00 - 16.11.2017 15:15","78670","80188"
"16.11.2017 15:15 - 16.11.2017 15:30","78335","80117"
"16.11.2017 15:30 - 16.11.2017 15:45","77838","81118"
"16.11.2017 15:45 - 16.11.2017 16:00","79945","82096"
"16.11.2017 16:00 - 16.11.2017 16:15","81210","82900"
"16.11.2017 16:15 - 16.11.2017 16:30","81587","83319"
"16.11.2017 16:30 - 16.11.2017 16:45","82118","83479"
"16.11.2017 16:45 - 16.11.2017 17:00","82077","83228"
"16.11.2017 17:00 - 16.11.2017 17:15","81534","82770"
"16.11.2017 17:15 - 16.11.2017 17:30","81283","82482"
"16.11.2017 17:30 - 16.11.2017 17:45","81331","82304"
"16.11.2017 17:45 - 16.11.2017 18:00","81307","82043"
"16.11.2017 18:00 - 16.11.2017 18:15","80529","81175"
"16.11.2017 18:15 - 16.11.2017 18:30","79657","80120"
"16.11.2017 18:30 - 16.11.2017 18:45","78976","79419"
"16.11.2017 18:45 - 16.11.2017 19:00","78029","78671"
"16.11.2017 19:00 - 16.11.2017 19:15","76590","77447"
"16.11.2017 19:15 - 16.11.2017 19:30","75254","76114"
"16.11.2017 19:30 - 16.11.2017 19:45","73990","74946"
"16.11.2017 19:45 - 16.11.2017 20:00","73076","73685"
"16.11.2017 20:00 - 16.11.2017 20:15","71692","72864"
"16.11.2017 20:15 - 16.11.2017 20:30","70998","72132"
"16.11.2017 20:30 - 16.11.2017 20:45","70391","71138"
"16.11.2017 20:45 - 16.11.2017 21:00","69521","69862"
"16.11.2017 21:00 - 16.11.2017 21:15","69412","69990"
"16.11.2017 21:15 - 16.11.2017 21:30","68654","69188"
"16.11.2017 21:30 - 16.11.2017 21:45","67418","68009"
"16.11.2017 21:45 - 16.11.2017 22:00","65967","67231"
"16.11.2017 22:00 - 16.11.2017 22:15","64310","65904"
"16.11.2017 22:15 - 16.11.2017 22:30","63026","64488"
"16.11.2017 22:30 - 16.11.2017 22:45","61876","63401"
"16.11.2017 22:45 - 16.11.2017 23:00","60815","62529"
"16.11.2017 23:00 - 16.11.2017 23:15","59270","61021"
"16.11.2017 23:15 - 16.11.2017 23:30","58486","60023"
"16.11.2017 23:30 - 16.11.2017 23:45","57740","59444"
"16.11.2017 23:45 - 17.11.2017 00:00","57041","58673"
"17.11.2017 00:00 - 17.11.2017 00:15","56424","58049"
"17.11.2017 00:15 - 17.11.2017 00:30","55943","57754"
"17.11.2017 00:30 - 17.11.2017 00:45","55664","57263"
"17.11.2017 00:45 - 17.11.2017 01:00","55367","56860"
"17.11.2017 01:00 - 17.11.2017 01:15","55106","56150"
"17.11.2017 01:15 - 17.11.2017 01:30","54940","55849"
"17.11.2017 01:30 - 17.11.2017 01:45","54970","55956"
"17.11.2017 01:45 - 17.11.2017 02:00","55098","56171"
"17.11.2017 02:00 - 17.11.2017 02:15","55087","56364"
"17.11.2017 02:15 - 17.11.2017 02:30","55123","56456"
"17.11.2017 02:30 - 17.11.2017 02:45","55246","56624"
"17.11.2017 02:45 - 17.11.2017 03:00","55390","56918"
"17.11.2017 03:00 - 17.11.2017 03:15","56180","57298"
"17.11.2017 03:15 - 17.11.2017 03:30","56500","57562"
"17.11.2017 03:30 - 17.11.2017 03:45","57048","57931"
