"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"08.11.2017 11:15 - 08.11.2017 11:30","79754","80564"
"08.11.2017 11:30 - 08.11.2017 11:45","79451","80592"
"08.11.2017 11:45 - 08.11.2017 12:00","79616","80538"
"08.11.2017 12:00 - 08.11.2017 12:15","79622","80568"
"08.11.2017 12:15 - 08.11.2017 12:30","79395","80505"
"08.11.2017 12:30 - 08.11.2017 12:45","78814","79802"
"08.11.2017 12:45 - 08.11.2017 13:00","78075","78869"
"08.11.2017 13:00 - 08.11.2017 13:15","77815","78695"
"08.11.2017 13:15 - 08.11.2017 13:30","77650","78358"
"08.11.2017 13:30 - 08.11.2017 13:45","77588","78440"
"08.11.2017 13:45 - 08.11.2017 14:00","77386","78400"
"08.11.2017 14:00 - 08.11.2017 14:15","76834","78509"
"08.11.2017 14:15 - 08.11.2017 14:30","76842","78295"
"08.11.2017 14:30 - 08.11.2017 14:45","76569","78058"
"08.11.2017 14:45 - 08.11.2017 15:00","76213","77710"
"08.11.2017 15:00 - 08.11.2017 15:15","76464","77661"
"08.11.2017 15:15 - 08.11.2017 15:30","76018","77888"
"08.11.2017 15:30 - 08.11.2017 15:45","75747","78345"
"08.11.2017 15:45 - 08.11.2017 16:00","77187","79111"
"08.11.2017 16:00 - 08.11.2017 16:15","78001","79691"
"08.11.2017 16:15 - 08.11.2017 16:30","78826","80059"
"08.11.2017 16:30 - 08.11.2017 16:45","79497","80274"
"08.11.2017 16:45 - 08.11.2017 17:00","79664","80188"
"08.11.2017 17:00 - 08.11.2017 17:15","79304","79376"
"08.11.2017 17:15 - 08.11.2017 17:30","79222","78990"
"08.11.2017 17:30 - 08.11.2017 17:45","79477","78576"
"08.11.2017 17:45 - 08.11.2017 18:00","79403","78331"
"08.11.2017 18:00 - 08.11.2017 18:15","78588","77535"
"08.11.2017 18:15 - 08.11.2017 18:30","77902","76703"
"08.11.2017 18:30 - 08.11.2017 18:45","77316","75980"
"08.11.2017 18:45 - 08.11.2017 19:00","76477","74966"
"08.11.2017 19:00 - 08.11.2017 19:15","74918","74147"
"08.11.2017 19:15 - 08.11.2017 19:30","73219","72655"
"08.11.2017 19:30 - 08.11.2017 19:45","72038","71654"
"08.11.2017 19:45 - 08.11.2017 20:00","71051","70479"
"08.11.2017 20:00 - 08.11.2017 20:15","69640","69597"
"08.11.2017 20:15 - 08.11.2017 20:30","68815","68603"
"08.11.2017 20:30 - 08.11.2017 20:45","68150","67473"
"08.11.2017 20:45 - 08.11.2017 21:00","67289","66389"
"08.11.2017 21:00 - 08.11.2017 21:15","67118","66262"
"08.11.2017 21:15 - 08.11.2017 21:30","66407","65460"
"08.11.2017 21:30 - 08.11.2017 21:45","65251","64035"
"08.11.2017 21:45 - 08.11.2017 22:00","63915","62635"
"08.11.2017 22:00 - 08.11.2017 22:15","62199","61406"
"08.11.2017 22:15 - 08.11.2017 22:30","61066","60495"
"08.11.2017 22:30 - 08.11.2017 22:45","59909","59431"
"08.11.2017 22:45 - 08.11.2017 23:00","59006","58220"
"08.11.2017 23:00 - 08.11.2017 23:15","57142","57505"
"08.11.2017 23:15 - 08.11.2017 23:30","56519","56986"
"08.11.2017 23:30 - 08.11.2017 23:45","55801","56392"
"08.11.2017 23:45 - 09.11.2017 00:00","55222","55350"
"09.11.2017 00:00 - 09.11.2017 00:15","54595","54892"
"09.11.2017 00:15 - 09.11.2017 00:30","54108","54563"
"09.11.2017 00:30 - 09.11.2017 00:45","53842","54130"
"09.11.2017 00:45 - 09.11.2017 01:00","53539","53977"
"09.11.2017 01:00 - 09.11.2017 01:15","53169","53627"
"09.11.2017 01:15 - 09.11.2017 01:30","53043","53655"
"09.11.2017 01:30 - 09.11.2017 01:45","53040","53650"
"09.11.2017 01:45 - 09.11.2017 02:00","53118","53709"
"09.11.2017 02:00 - 09.11.2017 02:15","53178","53805"
"09.11.2017 02:15 - 09.11.2017 02:30","53173","53924"
"09.11.2017 02:30 - 09.11.2017 02:45","53261","54045"
"09.11.2017 02:45 - 09.11.2017 03:00","53378","54278"
"09.11.2017 03:00 - 09.11.2017 03:15","54236","54860"
"09.11.2017 03:15 - 09.11.2017 03:30","54526","55460"
"09.11.2017 03:30 - 09.11.2017 03:45","55039","55878"
"09.11.2017 03:45 - 09.11.2017 04:00","55647","56533"
"09.11.2017 04:00 - 09.11.2017 04:15","57377","57912"
"09.11.2017 04:15 - 09.11.2017 04:30","58220","58962"
"09.11.2017 04:30 - 09.11.2017 04:45","59366","60563"
"09.11.2017 04:45 - 09.11.2017 05:00","60839","62277"
"09.11.2017 05:00 - 09.11.2017 05:15","64106","65606"
"09.11.2017 05:15 - 09.11.2017 05:30","66554","67944"
"09.11.2017 05:30 - 09.11.2017 05:45","68446","70489"
"09.11.2017 05:45 - 09.11.2017 06:00","70292","72678"
"09.11.2017 06:00 - 09.11.2017 06:15","72620","74608"
"09.11.2017 06:15 - 09.11.2017 06:30","73588","75983"
"09.11.2017 06:30 - 09.11.2017 06:45","74779","76714"
"09.11.2017 06:45 - 09.11.2017 07:00","75552","77531"
"09.11.2017 07:00 - 09.11.2017 07:15","76641","78195"
"09.11.2017 07:15 - 09.11.2017 07:30","76974","78742"
"09.11.2017 07:30 - 09.11.2017 07:45","77247","79240"
"09.11.2017 07:45 - 09.11.2017 08:00","77518","79154"
"09.11.2017 08:00 - 09.11.2017 08:15","77436","78951"
"09.11.2017 08:15 - 09.11.2017 08:30","77581","79415"
"09.11.2017 08:30 - 09.11.2017 08:45","77901","79611"
"09.11.2017 08:45 - 09.11.2017 09:00","78378","79669"
"09.11.2017 09:00 - 09.11.2017 09:15","78500","79741"
"09.11.2017 09:15 - 09.11.2017 09:30","78706","80268"
"09.11.2017 09:30 - 09.11.2017 09:45","79006","81179"
"09.11.2017 09:45 - 09.11.2017 10:00","79266","81400"
"09.11.2017 10:00 - 09.11.2017 10:15","79541","81732"
"09.11.2017 10:15 - 09.11.2017 10:30","79848","81458"
"09.11.2017 10:30 - 09.11.2017 10:45","80222","81589"
"09.11.2017 10:45 - 09.11.2017 11:00","80362","81126"
"09.11.2017 11:00 - 09.11.2017 11:15","79622","81043"
"09.11.2017 11:15 - 09.11.2017 11:30","79723","80807"
"09.11.2017 11:30 - 09.11.2017 11:45","79272","80636"
"09.11.2017 11:45 - 09.11.2017 12:00","79480","80675"
"09.11.2017 12:00 - 09.11.2017 12:15","79410","81055"
"09.11.2017 12:15 - 09.11.2017 12:30","78954","80777"
"09.11.2017 12:30 - 09.11.2017 12:45","78538","80784"
"09.11.2017 12:45 - 09.11.2017 13:00","77675","80307"
"09.11.2017 13:00 - 09.11.2017 13:15","77514","79930"
"09.11.2017 13:15 - 09.11.2017 13:30","77235","79894"
"09.11.2017 13:30 - 09.11.2017 13:45","77109","79962"
"09.11.2017 13:45 - 09.11.2017 14:00","76923","79556"
"09.11.2017 14:00 - 09.11.2017 14:15","76217","79625"
"09.11.2017 14:15 - 09.11.2017 14:30","76646","79342"
"09.11.2017 14:30 - 09.11.2017 14:45","76311","79232"
"09.11.2017 14:45 - 09.11.2017 15:00","75986","79100"
"09.11.2017 15:00 - 09.11.2017 15:15","76321","79265"
"09.11.2017 15:15 - 09.11.2017 15:30","75662","79359"
"09.11.2017 15:30 - 09.11.2017 15:45","75226","79795"
"09.11.2017 15:45 - 09.11.2017 16:00","77215","80506"
"09.11.2017 16:00 - 09.11.2017 16:15","78388","81577"
"09.11.2017 16:15 - 09.11.2017 16:30","78954","82198"
"09.11.2017 16:30 - 09.11.2017 16:45","79617","82685"
"09.11.2017 16:45 - 09.11.2017 17:00","79838","82712"
"09.11.2017 17:00 - 09.11.2017 17:15","79524","82166"
"09.11.2017 17:15 - 09.11.2017 17:30","79385","81524"
"09.11.2017 17:30 - 09.11.2017 17:45","79405","81093"
"09.11.2017 17:45 - 09.11.2017 18:00","79260","81114"
"09.11.2017 18:00 - 09.11.2017 18:15","78477","80240"
"09.11.2017 18:15 - 09.11.2017 18:30","77572","79282"
"09.11.2017 18:30 - 09.11.2017 18:45","76864","78453"
"09.11.2017 18:45 - 09.11.2017 19:00","76126","78137"
"09.11.2017 19:00 - 09.11.2017 19:15","74532","76658"
"09.11.2017 19:15 - 09.11.2017 19:30","73142","75644"
"09.11.2017 19:30 - 09.11.2017 19:45","71850","74173"
"09.11.2017 19:45 - 09.11.2017 20:00","70884","73067"
"09.11.2017 20:00 - 09.11.2017 20:15","69474","72356"
"09.11.2017 20:15 - 09.11.2017 20:30","68708","71929"
"09.11.2017 20:30 - 09.11.2017 20:45","68049","70987"
"09.11.2017 20:45 - 09.11.2017 21:00","67183","69930"
"09.11.2017 21:00 - 09.11.2017 21:15","67088","69782"
"09.11.2017 21:15 - 09.11.2017 21:30","66244","68736"
"09.11.2017 21:30 - 09.11.2017 21:45","65037","67477"
"09.11.2017 21:45 - 09.11.2017 22:00","63603","66135"
"09.11.2017 22:00 - 09.11.2017 22:15","61965","64103"
"09.11.2017 22:15 - 09.11.2017 22:30","60775","62812"
"09.11.2017 22:30 - 09.11.2017 22:45","59697","61661"
"09.11.2017 22:45 - 09.11.2017 23:00","58711","60711"
"09.11.2017 23:00 - 09.11.2017 23:15","57878","59036"
"09.11.2017 23:15 - 09.11.2017 23:30","57063","58359"
"09.11.2017 23:30 - 09.11.2017 23:45","56384","57839"
"09.11.2017 23:45 - 10.11.2017 00:00","55739","57254"
"10.11.2017 00:00 - 10.11.2017 00:15","55145","56258"
"10.11.2017 00:15 - 10.11.2017 00:30","54648","56015"
"10.11.2017 00:30 - 10.11.2017 00:45","54323","55994"
"10.11.2017 00:45 - 10.11.2017 01:00","54053","55567"
"10.11.2017 01:00 - 10.11.2017 01:15","53742","55487"
"10.11.2017 01:15 - 10.11.2017 01:30","53582","55302"
"10.11.2017 01:30 - 10.11.2017 01:45","53586","55285"
"10.11.2017 01:45 - 10.11.2017 02:00","53710","55542"
"10.11.2017 02:00 - 10.11.2017 02:15","53735","55780"
"10.11.2017 02:15 - 10.11.2017 02:30","53808","55983"
"10.11.2017 02:30 - 10.11.2017 02:45","53896","56025"
"10.11.2017 02:45 - 10.11.2017 03:00","54084","56103"
"10.11.2017 03:00 - 10.11.2017 03:15","54812","56643"
"10.11.2017 03:15 - 10.11.2017 03:30","55191","56927"
"10.11.2017 03:30 - 10.11.2017 03:45","55754","57602"
"10.11.2017 03:45 - 10.11.2017 04:00","56304","58375"
"10.11.2017 04:00 - 10.11.2017 04:15","57951","59991"
"10.11.2017 04:15 - 10.11.2017 04:30","58829","60968"
"10.11.2017 04:30 - 10.11.2017 04:45","60059","62606"
"10.11.2017 04:45 - 10.11.2017 05:00","61506","64359"
"10.11.2017 05:00 - 10.11.2017 05:15","64971","67825"
"10.11.2017 05:15 - 10.11.2017 05:30","67319","70617"
"10.11.2017 05:30 - 10.11.2017 05:45","69348","73105"
"10.11.2017 05:45 - 10.11.2017 06:00","71201","75248"
"10.11.2017 06:00 - 10.11.2017 06:15","73474","76993"
"10.11.2017 06:15 - 10.11.2017 06:30","74604","77911"
"10.11.2017 06:30 - 10.11.2017 06:45","75052","78591"
"10.11.2017 06:45 - 10.11.2017 07:00","75803","79280"
"10.11.2017 07:00 - 10.11.2017 07:15","76943","80433"
"10.11.2017 07:15 - 10.11.2017 07:30","77248","81191"
"10.11.2017 07:30 - 10.11.2017 07:45","77434","81420"
"10.11.2017 07:45 - 10.11.2017 08:00","77662","81840"
"10.11.2017 08:00 - 10.11.2017 08:15","77600","81654"
"10.11.2017 08:15 - 10.11.2017 08:30","77810","82030"
"10.11.2017 08:30 - 10.11.2017 08:45","78151","82758"
"10.11.2017 08:45 - 10.11.2017 09:00","78696","82978"
"10.11.2017 09:00 - 10.11.2017 09:15","78871","82823"
"10.11.2017 09:15 - 10.11.2017 09:30","79311","82019"
"10.11.2017 09:30 - 10.11.2017 09:45","79548","82788"
"10.11.2017 09:45 - 10.11.2017 10:00","79860","83629"
"10.11.2017 10:00 - 10.11.2017 10:15","80004","83447"
"10.11.2017 10:15 - 10.11.2017 10:30","80276","84065"
"10.11.2017 10:30 - 10.11.2017 10:45","80360","84456"
"10.11.2017 10:45 - 10.11.2017 11:00","80660","84687"
"10.11.2017 11:00 - 10.11.2017 11:15","79725","83458"
"10.11.2017 11:15 - 10.11.2017 11:30","79605","83469"
"10.11.2017 11:30 - 10.11.2017 11:45","78963","83938"
"10.11.2017 11:45 - 10.11.2017 12:00","78840","83834"
"10.11.2017 12:00 - 10.11.2017 12:15","78529","83472"
"10.11.2017 12:15 - 10.11.2017 12:30","77972","83233"
"10.11.2017 12:30 - 10.11.2017 12:45","77339","82598"
"10.11.2017 12:45 - 10.11.2017 13:00","76563","82251"
"10.11.2017 13:00 - 10.11.2017 13:15","76020","81759"
"10.11.2017 13:15 - 10.11.2017 13:30","75646","81281"
"10.11.2017 13:30 - 10.11.2017 13:45","75445","80796"
"10.11.2017 13:45 - 10.11.2017 14:00","75181","80334"
"10.11.2017 14:00 - 10.11.2017 14:15","74471","80119"
"10.11.2017 14:15 - 10.11.2017 14:30","74863","80372"
"10.11.2017 14:30 - 10.11.2017 14:45","74594","80094"
"10.11.2017 14:45 - 10.11.2017 15:00","74348","79243"
"10.11.2017 15:00 - 10.11.2017 15:15","74828","80303"
"10.11.2017 15:15 - 10.11.2017 15:30","74301","80648"
"10.11.2017 15:30 - 10.11.2017 15:45","73793","81345"
"10.11.2017 15:45 - 10.11.2017 16:00","75853","82113"
"10.11.2017 16:00 - 10.11.2017 16:15","76922","83333"
"10.11.2017 16:15 - 10.11.2017 16:30","77761","83894"
"10.11.2017 16:30 - 10.11.2017 16:45","78184","83565"
"10.11.2017 16:45 - 10.11.2017 17:00","78342","82766"
"10.11.2017 17:00 - 10.11.2017 17:15","78109","81981"
"10.11.2017 17:15 - 10.11.2017 17:30","77909","81464"
"10.11.2017 17:30 - 10.11.2017 17:45","77732","81573"
"10.11.2017 17:45 - 10.11.2017 18:00","77534","81125"
"10.11.2017 18:00 - 10.11.2017 18:15","76814","80516"
"10.11.2017 18:15 - 10.11.2017 18:30","75897","79423"
"10.11.2017 18:30 - 10.11.2017 18:45","75183","78424"
"10.11.2017 18:45 - 10.11.2017 19:00","74350","77729"
"10.11.2017 19:00 - 10.11.2017 19:15","72817","74779"
"10.11.2017 19:15 - 10.11.2017 19:30","71369","73529"
"10.11.2017 19:30 - 10.11.2017 19:45","70157","72792"
"10.11.2017 19:45 - 10.11.2017 20:00","69388","71786"
"10.11.2017 20:00 - 10.11.2017 20:15","67965","70895"
"10.11.2017 20:15 - 10.11.2017 20:30","67343","70118"
"10.11.2017 20:30 - 10.11.2017 20:45","66733","68691"
"10.11.2017 20:45 - 10.11.2017 21:00","65811","68204"
"10.11.2017 21:00 - 10.11.2017 21:15","65859","68488"
"10.11.2017 21:15 - 10.11.2017 21:30","65175","67097"
"10.11.2017 21:30 - 10.11.2017 21:45","64103","66123"
"10.11.2017 21:45 - 10.11.2017 22:00","62709","65306"
"10.11.2017 22:00 - 10.11.2017 22:15","61105","63751"
"10.11.2017 22:15 - 10.11.2017 22:30","59884","62950"
"10.11.2017 22:30 - 10.11.2017 22:45","58782","61503"
"10.11.2017 22:45 - 10.11.2017 23:00","57726","60605"
"10.11.2017 23:00 - 10.11.2017 23:15","57407","60135"
"10.11.2017 23:15 - 10.11.2017 23:30","56735","59170"
"10.11.2017 23:30 - 10.11.2017 23:45","55983","58790"
"10.11.2017 23:45 - 11.11.2017 00:00","55304","58624"
"11.11.2017 00:00 - 11.11.2017 00:15","54780","57489"
"11.11.2017 00:15 - 11.11.2017 00:30","54079","56621"
"11.11.2017 00:30 - 11.11.2017 00:45","53740","56443"
"11.11.2017 00:45 - 11.11.2017 01:00","53360","56203"
"11.11.2017 01:00 - 11.11.2017 01:15","52873","55421"
"11.11.2017 01:15 - 11.11.2017 01:30","52581","54928"
"11.11.2017 01:30 - 11.11.2017 01:45","52475","54979"
"11.11.2017 01:45 - 11.11.2017 02:00","52385","54319"
"11.11.2017 02:00 - 11.11.2017 02:15","52353","54131"
"11.11.2017 02:15 - 11.11.2017 02:30","52284","54044"
"11.11.2017 02:30 - 11.11.2017 02:45","52211","53921"
"11.11.2017 02:45 - 11.11.2017 03:00","52162","54063"
"11.11.2017 03:00 - 11.11.2017 03:15","52345","54469"
"11.11.2017 03:15 - 11.11.2017 03:30","52341","54735"
"11.11.2017 03:30 - 11.11.2017 03:45","52446","54633"
"11.11.2017 03:45 - 11.11.2017 04:00","52488","54814"
"11.11.2017 04:00 - 11.11.2017 04:15","52966","54875"
"11.11.2017 04:15 - 11.11.2017 04:30","52891","54913"
"11.11.2017 04:30 - 11.11.2017 04:45","53257","54916"
"11.11.2017 04:45 - 11.11.2017 05:00","53489","54850"
"11.11.2017 05:00 - 11.11.2017 05:15","54221","55293"
"11.11.2017 05:15 - 11.11.2017 05:30","55065","55920"
"11.11.2017 05:30 - 11.11.2017 05:45","55844","56739"
"11.11.2017 05:45 - 11.11.2017 06:00","56790","57271"
"11.11.2017 06:00 - 11.11.2017 06:15","58208","58736"
"11.11.2017 06:15 - 11.11.2017 06:30","59097","59168"
"11.11.2017 06:30 - 11.11.2017 06:45","60313","59892"
"11.11.2017 06:45 - 11.11.2017 07:00","61192","61360"
"11.11.2017 07:00 - 11.11.2017 07:15","62630","62866"
"11.11.2017 07:15 - 11.11.2017 07:30","63503","63249"
"11.11.2017 07:30 - 11.11.2017 07:45","64244","64866"
"11.11.2017 07:45 - 11.11.2017 08:00","65038","65815"
"11.11.2017 08:00 - 11.11.2017 08:15","65904","67487"
"11.11.2017 08:15 - 11.11.2017 08:30","66714","68349"
"11.11.2017 08:30 - 11.11.2017 08:45","67284","68807"
"11.11.2017 08:45 - 11.11.2017 09:00","67696","69962"
"11.11.2017 09:00 - 11.11.2017 09:15","68218","71202"
"11.11.2017 09:15 - 11.11.2017 09:30","68512","71117"
"11.11.2017 09:30 - 11.11.2017 09:45","68774","71666"
"11.11.2017 09:45 - 11.11.2017 10:00","68922","71784"
"11.11.2017 10:00 - 11.11.2017 10:15","68894","71930"
"11.11.2017 10:15 - 11.11.2017 10:30","69170","72314"
"11.11.2017 10:30 - 11.11.2017 10:45","69407","72895"
"11.11.2017 10:45 - 11.11.2017 11:00","69122","72863"
"11.11.2017 11:00 - 11.11.2017 11:15","68637","72324"
"11.11.2017 11:15 - 11.11.2017 11:30","68560","71858"
"11.11.2017 11:30 - 11.11.2017 11:45","68002","71555"
"11.11.2017 11:45 - 11.11.2017 12:00","67536","71049"
"11.11.2017 12:00 - 11.11.2017 12:15","67013","70269"
"11.11.2017 12:15 - 11.11.2017 12:30","66270","69530"
"11.11.2017 12:30 - 11.11.2017 12:45","65899","69348"
"11.11.2017 12:45 - 11.11.2017 13:00","64991","69043"
"11.11.2017 13:00 - 11.11.2017 13:15","64720","68171"
"11.11.2017 13:15 - 11.11.2017 13:30","64208","67441"
"11.11.2017 13:30 - 11.11.2017 13:45","64122","67122"
"11.11.2017 13:45 - 11.11.2017 14:00","64314","66949"
"11.11.2017 14:00 - 11.11.2017 14:15","64403","66803"
"11.11.2017 14:15 - 11.11.2017 14:30","63811","67001"
"11.11.2017 14:30 - 11.11.2017 14:45","63777","67281"
"11.11.2017 14:45 - 11.11.2017 15:00","63664","66508"
"11.11.2017 15:00 - 11.11.2017 15:15","64250","66305"
"11.11.2017 15:15 - 11.11.2017 15:30","64447","66501"
"11.11.2017 15:30 - 11.11.2017 15:45","64965","67203"
"11.11.2017 15:45 - 11.11.2017 16:00","65866","68155"
"11.11.2017 16:00 - 11.11.2017 16:15","67614","69203"
"11.11.2017 16:15 - 11.11.2017 16:30","68884","70083"
"11.11.2017 16:30 - 11.11.2017 16:45","69836","70353"
"11.11.2017 16:45 - 11.11.2017 17:00","69997","70496"
"11.11.2017 17:00 - 11.11.2017 17:15","70256","70102"
"11.11.2017 17:15 - 11.11.2017 17:30","70277","69442"
"11.11.2017 17:30 - 11.11.2017 17:45","70074","69092"
"11.11.2017 17:45 - 11.11.2017 18:00","69737","69002"
"11.11.2017 18:00 - 11.11.2017 18:15","69136","68303"
"11.11.2017 18:15 - 11.11.2017 18:30","68434","67425"
"11.11.2017 18:30 - 11.11.2017 18:45","67805","66679"
"11.11.2017 18:45 - 11.11.2017 19:00","66979","66151"
"11.11.2017 19:00 - 11.11.2017 19:15","65281","64602"
"11.11.2017 19:15 - 11.11.2017 19:30","64120","63348"
"11.11.2017 19:30 - 11.11.2017 19:45","62937","62643"
"11.11.2017 19:45 - 11.11.2017 20:00","62096","61704"
"11.11.2017 20:00 - 11.11.2017 20:15","60994","60280"
"11.11.2017 20:15 - 11.11.2017 20:30","60523","59593"
"11.11.2017 20:30 - 11.11.2017 20:45","60284","58917"
"11.11.2017 20:45 - 11.11.2017 21:00","59977","58475"
"11.11.2017 21:00 - 11.11.2017 21:15","60581","58938"
"11.11.2017 21:15 - 11.11.2017 21:30","60035","58507"
"11.11.2017 21:30 - 11.11.2017 21:45","59291","57551"
"11.11.2017 21:45 - 11.11.2017 22:00","58171","56675"
"11.11.2017 22:00 - 11.11.2017 22:15","56858","55437"
"11.11.2017 22:15 - 11.11.2017 22:30","55807","54195"
"11.11.2017 22:30 - 11.11.2017 22:45","54849","52843"
"11.11.2017 22:45 - 11.11.2017 23:00","53946","52221"
"11.11.2017 23:00 - 11.11.2017 23:15","53193","51940"
"11.11.2017 23:15 - 11.11.2017 23:30","52395","51408"
"11.11.2017 23:30 - 11.11.2017 23:45","51782","50925"
"11.11.2017 23:45 - 12.11.2017 00:00","51078","50583"
"12.11.2017 00:00 - 12.11.2017 00:15","50334","49938"
"12.11.2017 00:15 - 12.11.2017 00:30","49816","49298"
"12.11.2017 00:30 - 12.11.2017 00:45","49443","48960"
"12.11.2017 00:45 - 12.11.2017 01:00","49088","48697"
"12.11.2017 01:00 - 12.11.2017 01:15","48773","48480"
"12.11.2017 01:15 - 12.11.2017 01:30","48455","48476"
"12.11.2017 01:30 - 12.11.2017 01:45","48184","48101"
"12.11.2017 01:45 - 12.11.2017 02:00","48022","47984"
"12.11.2017 02:00 - 12.11.2017 02:15","48057","48134"
"12.11.2017 02:15 - 12.11.2017 02:30","47946","48259"
"12.11.2017 02:30 - 12.11.2017 02:45","47821","48254"
"12.11.2017 02:45 - 12.11.2017 03:00","47854","48292"
"12.11.2017 03:00 - 12.11.2017 03:15","48057","47752"
"12.11.2017 03:15 - 12.11.2017 03:30","48041","47662"
"12.11.2017 03:30 - 12.11.2017 03:45","48075","47635"
"12.11.2017 03:45 - 12.11.2017 04:00","48102","47814"
"12.11.2017 04:00 - 12.11.2017 04:15","48338","48005"
"12.11.2017 04:15 - 12.11.2017 04:30","47996","47868"
"12.11.2017 04:30 - 12.11.2017 04:45","48125","47681"
"12.11.2017 04:45 - 12.11.2017 05:00","48041","47196"
"12.11.2017 05:00 - 12.11.2017 05:15","47841","46848"
"12.11.2017 05:15 - 12.11.2017 05:30","48267","46998"
"12.11.2017 05:30 - 12.11.2017 05:45","48694","47205"
"12.11.2017 05:45 - 12.11.2017 06:00","49413","48086"
"12.11.2017 06:00 - 12.11.2017 06:15","50351","49005"
"12.11.2017 06:15 - 12.11.2017 06:30","50969","49144"
"12.11.2017 06:30 - 12.11.2017 06:45","51530","49456"
"12.11.2017 06:45 - 12.11.2017 07:00","52263","50435"
"12.11.2017 07:00 - 12.11.2017 07:15","53399","51975"
"12.11.2017 07:15 - 12.11.2017 07:30","54349","52778"
"12.11.2017 07:30 - 12.11.2017 07:45","55371","53667"
"12.11.2017 07:45 - 12.11.2017 08:00","56252","54532"
"12.11.2017 08:00 - 12.11.2017 08:15","57647","56789"
"12.11.2017 08:15 - 12.11.2017 08:30","58782","58239"
"12.11.2017 08:30 - 12.11.2017 08:45","59518","59104"
"12.11.2017 08:45 - 12.11.2017 09:00","59979","60087"
"12.11.2017 09:00 - 12.11.2017 09:15","60791","60741"
"12.11.2017 09:15 - 12.11.2017 09:30","61461","61248"
"12.11.2017 09:30 - 12.11.2017 09:45","61913","61908"
"12.11.2017 09:45 - 12.11.2017 10:00","62474","62448"
"12.11.2017 10:00 - 12.11.2017 10:15","63311","63148"
"12.11.2017 10:15 - 12.11.2017 10:30","63863","64021"
"12.11.2017 10:30 - 12.11.2017 10:45","64462","64741"
"12.11.2017 10:45 - 12.11.2017 11:00","64253","64416"
"12.11.2017 11:00 - 12.11.2017 11:15","63962","64644"
"12.11.2017 11:15 - 12.11.2017 11:30","64029","64222"
"12.11.2017 11:30 - 12.11.2017 11:45","63193","63820"
"12.11.2017 11:45 - 12.11.2017 12:00","62608","63086"
"12.11.2017 12:00 - 12.11.2017 12:15","62309","62540"
"12.11.2017 12:15 - 12.11.2017 12:30","61577","61812"
"12.11.2017 12:30 - 12.11.2017 12:45","61296","61455"
"12.11.2017 12:45 - 12.11.2017 13:00","60324","61237"
"12.11.2017 13:00 - 12.11.2017 13:15","59903","61060"
"12.11.2017 13:15 - 12.11.2017 13:30","59246","61214"
"12.11.2017 13:30 - 12.11.2017 13:45","59427","61148"
"12.11.2017 13:45 - 12.11.2017 14:00","59544","60711"
"12.11.2017 14:00 - 12.11.2017 14:15","59656","60756"
"12.11.2017 14:15 - 12.11.2017 14:30","59130","60739"
"12.11.2017 14:30 - 12.11.2017 14:45","59028","60850"
"12.11.2017 14:45 - 12.11.2017 15:00","58999","60813"
"12.11.2017 15:00 - 12.11.2017 15:15","59837","61128"
"12.11.2017 15:15 - 12.11.2017 15:30","60163","61672"
"12.11.2017 15:30 - 12.11.2017 15:45","60765","62394"
"12.11.2017 15:45 - 12.11.2017 16:00","61422","63862"
"12.11.2017 16:00 - 12.11.2017 16:15","63193","64910"
"12.11.2017 16:15 - 12.11.2017 16:30","64494","65586"
"12.11.2017 16:30 - 12.11.2017 16:45","65637","65869"
"12.11.2017 16:45 - 12.11.2017 17:00","65716","66418"
"12.11.2017 17:00 - 12.11.2017 17:15","66257","66602"
"12.11.2017 17:15 - 12.11.2017 17:30","66511","66570"
"12.11.2017 17:30 - 12.11.2017 17:45","66263","66445"
"12.11.2017 17:45 - 12.11.2017 18:00","66139","66106"
"12.11.2017 18:00 - 12.11.2017 18:15","65805","65132"
"12.11.2017 18:15 - 12.11.2017 18:30","65345","64817"
"12.11.2017 18:30 - 12.11.2017 18:45","64927","64031"
"12.11.2017 18:45 - 12.11.2017 19:00","63946","63052"
"12.11.2017 19:00 - 12.11.2017 19:15","63209","62765"
"12.11.2017 19:15 - 12.11.2017 19:30","62452","62576"
"12.11.2017 19:30 - 12.11.2017 19:45","61193","61956"
"12.11.2017 19:45 - 12.11.2017 20:00","60815","60867"
"12.11.2017 20:00 - 12.11.2017 20:15","59774","60756"
"12.11.2017 20:15 - 12.11.2017 20:30","59559","60543"
"12.11.2017 20:30 - 12.11.2017 20:45","59768","60127"
"12.11.2017 20:45 - 12.11.2017 21:00","59968","60428"
"12.11.2017 21:00 - 12.11.2017 21:15","60712","61196"
"12.11.2017 21:15 - 12.11.2017 21:30","60192","61053"
"12.11.2017 21:30 - 12.11.2017 21:45","59396","60223"
"12.11.2017 21:45 - 12.11.2017 22:00","58328","59472"
"12.11.2017 22:00 - 12.11.2017 22:15","57101","58316"
"12.11.2017 22:15 - 12.11.2017 22:30","56131","57408"
"12.11.2017 22:30 - 12.11.2017 22:45","55301","56803"
"12.11.2017 22:45 - 12.11.2017 23:00","54605","56168"
"12.11.2017 23:00 - 12.11.2017 23:15","54340","54929"
"12.11.2017 23:15 - 12.11.2017 23:30","53664","54181"
"12.11.2017 23:30 - 12.11.2017 23:45","53067","53765"
"12.11.2017 23:45 - 13.11.2017 00:00","52437","53133"
